web-scraper-order,web-scraper-start-url,card_link,card_link-href,name,Stats,description,card_type
1585687181-5407,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"D.D. Esper Star SparrowEffect MonsterWarriorThere can only be 1 ""D.D. Esper Star Sparrow"" on the field. Your opponent cannot target other monsters you control with effects or for attacks. When an opponent's monster declares a direct attack while this card is in your Graveyard: You can Special Summon this card from your Graveyard in face-up Defense Position. If Summoned this way, banish it when it leaves the field. 6,9840.21 1 1",https://db.ygoprodeck.com/card/?search=D.D.%20Esper%20Star%20Sparrow,D.D. Esper Star Sparrow,ATK: 3000 DEF: 1500,"There can only be 1 ""D.D. Esper Star Sparrow"" on the field. Your opponent cannot target other monsters you control with effects or for attacks. When an opponent's monster declares a direct attack while this card is in your Graveyard: You can Special Summon this card from your Graveyard in face-up Defense Position. If Summoned this way, banish it when it leaves the field.",Effect Monster
1585687274-5451,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Elemental HERO Cosmo NeosFusion MonsterWarrior""Elemental HERO Neos"" + 3 ""Neo-Spacian"" monsters with different Attributes
Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) If this card is Special Summoned from the Extra Deck: You can activate this effect; for the rest of this turn, your opponent cannot activate cards or effects on the field. Your opponent cannot activate cards or effects in response to this effect's activation. Once per turn, during the End Phase: Return this card to the Extra Deck, and if you do, destroy all cards your opponent controls. 61,1290.24 13 6",https://db.ygoprodeck.com/card/?search=Elemental%20HERO%20Cosmo%20Neos,Elemental HERO Cosmo Neos,ATK: 3500 DEF: 3000,"""Elemental HERO Neos"" + 3 ""Neo-Spacian"" monsters with different Attributes

Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) If this card is Special Summoned from the Extra Deck: You can activate this effect; for the rest of this turn, your opponent cannot activate cards or effects on the field. Your opponent cannot activate cards or effects in response to this effect's activation. Once per turn, during the End Phase: Return this card to the Extra Deck, and if you do, destroy all cards your opponent controls.",Fusion Monster
1585687246-5438,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Superdreadnought Rail Cannon Juggernaut LiebeXYZ MonsterMachine3 Level 11 monsters
Once per turn, you can also Xyz Summon ""Superdreadnought Rail Cannon Juggernaut Liebe"" by using 1 Rank 10 Machine Xyz Monster you control as material. (Transfer its materials to this card.) Once per turn: You can detach 1 material from this card; this card gains 2000 ATK/DEF, also you cannot declare attacks for the rest of this turn, except with this card. This card can attack monsters a number of times each Battle Phase, up to the number of materials attached to it +1. 151,32613.92 30 6",https://db.ygoprodeck.com/card/?search=Superdreadnought%20Rail%20Cannon%20Juggernaut%20Liebe,Superdreadnought Rail Cannon Juggernaut Liebe,ATK: 4000 DEF: 4000,"3 Level 11 monsters

Once per turn, you can also Xyz Summon ""Superdreadnought Rail Cannon Juggernaut Liebe"" by using 1 Rank 10 Machine Xyz Monster you control as material. (Transfer its materials to this card.) Once per turn: You can detach 1 material from this card; this card gains 2000 ATK/DEF, also you cannot declare attacks for the rest of this turn, except with this card. This card can attack monsters a number of times each Battle Phase, up to the number of materials attached to it +1.",XYZ Monster
1585687198-5415,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Crealtar, the Impcantation OriginatorRitual Effect MonsterFiendYou can Ritual Summon this card with ""Impcantation Inception"". During the Main Phase (Quick Effect): You can reveal this card in your hand; discard 1 card, then Special Summon ""Impcantation"" monsters from your GY whose total Levels equal 10, but shuffle them into the Deck during the End Phase. You can only use this effect of ""Crealtar, the Impcantation Originator"" once per turn. Non-Ritual ""Impcantation"" monsters you control gain 2000 ATK, also their effects are negated. 28,1250.10 3 0",https://db.ygoprodeck.com/card/?search=Crealtar%2C%20the%20Impcantation%20Originator,"Crealtar, the Impcantation Originator",ATK: 3000 DEF: 3000,"You can Ritual Summon this card with ""Impcantation Inception"". During the Main Phase (Quick Effect): You can reveal this card in your hand; discard 1 card, then Special Summon ""Impcantation"" monsters from your GY whose total Levels equal 10, but shuffle them into the Deck during the End Phase. You can only use this effect of ""Crealtar, the Impcantation Originator"" once per turn. Non-Ritual ""Impcantation"" monsters you control gain 2000 ATK, also their effects are negated.",Ritual Effect Monster
1585687331-5476,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Neo Blue-Eyes Ultimate DragonFusion MonsterDragon""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""
At the end of the Damage Step, if this is the only face-up card you control, and this Fusion Summoned card attacked: You can send 1 ""Blue-Eyes"" Fusion Monster from your Extra Deck to the Graveyard; this card can attack again in a row. You can use this effect of ""Neo Blue-Eyes Ultimate Dragon"" up to twice per turn. During either player's turn, when a card or effect is activated that targets a ""Blue-Eyes"" monster(s) you control: You can banish this card from your Graveyard; negate the activation, and if you do, destroy that card. 195,0551.01 34 4",https://db.ygoprodeck.com/card/?search=Neo%20Blue-Eyes%20Ultimate%20Dragon,Neo Blue-Eyes Ultimate Dragon,ATK: 4500 DEF: 3800,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""
At the end of the Damage Step, if this is the only face-up card you control, and this Fusion Summoned card attacked: You can send 1 ""Blue-Eyes"" Fusion Monster from your Extra Deck to the Graveyard; this card can attack again in a row. You can use this effect of ""Neo Blue-Eyes Ultimate Dragon"" up to twice per turn. During either player's turn, when a card or effect is activated that targets a ""Blue-Eyes"" monster(s) you control: You can banish this card from your Graveyard; negate the activation, and if you do, destroy that card.",Fusion Monster
1585687194-5413,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Crimson Nova Trinity the Dark Cubic LordFusion MonsterFiend3 x ""Crimson Nova the Dark Cubic Lord""
Must be Fusion Summoned with the above Fusion Materials and cannot be Special Summoned by other ways. Cannot be targeted, or destroyed by, your opponent's card effects. When this card declares an attack: Halve your opponent's LP. When this card destroys a monster by battle: You can activate this effect; this card can make a second attack during this Battle Phase. If you take effect damage: Inflict damage to your opponent equal to the damage you took. 48,5720.14 7 3",https://db.ygoprodeck.com/card/?search=Crimson%20Nova%20Trinity%20the%20Dark%20Cubic%20Lord,Crimson Nova Trinity the Dark Cubic Lord,ATK: 4500 DEF: 3000,"3 x ""Crimson Nova the Dark Cubic Lord""
Must be Fusion Summoned with the above Fusion Materials and cannot be Special Summoned by other ways. Cannot be targeted, or destroyed by, your opponent's card effects. When this card declares an attack: Halve your opponent's LP. When this card destroys a monster by battle: You can activate this effect; this card can make a second attack during this Battle Phase. If you take effect damage: Inflict damage to your opponent equal to the damage you took.",Fusion Monster
1585687244-5437,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Tierra, Source of DestructionEffect MonsterFiendCannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by shuffling 10 other cards with different names from your hand and/or field into the Deck and/or Extra Deck, and cannot be Special Summoned by other ways. This card's Special Summon cannot be negated. If this card is Special Summoned: Shuffle all cards into the Deck, except this card, from each player's hand, field, Graveyard, and face-up Pendulum Monsters from the Extra Deck. Neither player can activate cards or effects in response to this effect's activation. 9,5840.13 5 1",https://db.ygoprodeck.com/card/?search=Tierra%2C%20Source%20of%20Destruction,"Tierra, Source of Destruction",ATK: 3400 DEF: 3600,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by shuffling 10 other cards with different names from your hand and/or field into the Deck and/or Extra Deck, and cannot be Special Summoned by other ways. This card's Special Summon cannot be negated. If this card is Special Summoned: Shuffle all cards into the Deck, except this card, from each player's hand, field, Graveyard, and face-up Pendulum Monsters from the Extra Deck. Neither player can activate cards or effects in response to this effect's activation.",Effect Monster
1585687278-5453,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"CXyz Skypalace BabylonXYZ MonsterMachine3 Level 11 monsters
When this card destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to half the original ATK of the destroyed monster in the Graveyard. If this card has ""Skypalace Gangaridai"" as an Xyz Material, it gains this effect.
● Once per turn, if this card destroys a monster by battle: You can detach 1 Xyz Material from this card; it can make a second attack in a row. 12,7910.13 7 2",https://db.ygoprodeck.com/card/?search=CXyz%20Skypalace%20Babylon,CXyz Skypalace Babylon,ATK: 3800 DEF: 4000,"3 Level 11 monsters
When this card destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to half the original ATK of the destroyed monster in the Graveyard. If this card has ""Skypalace Gangaridai"" as an Xyz Material, it gains this effect.
● Once per turn, if this card destroys a monster by battle: You can detach 1 Xyz Material from this card; it can make a second attack in a row.",XYZ Monster
1585687219-5425,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Ascension Sky DragonSynchro MonsterDragon1 Tuner + 1 or more non-Tuner monsters
If this card is Synchro Summoned: It gains 800 ATK for each card currently in your hand. When this card you control is destroyed by your opponent's card (by battle or by card effect) and sent to your Graveyard, if all the monsters that were used for the Synchro Summon of this card are in your Graveyard: You can Special Summon all of them, but their effects are negated. You can only use this effect of ""Ascension Sky Dragon"" once per turn. 24,5440.31 11 3",https://db.ygoprodeck.com/card/?search=Ascension%20Sky%20Dragon,Ascension Sky Dragon,ATK: 0 DEF: 3000,"1 Tuner + 1 or more non-Tuner monsters
If this card is Synchro Summoned: It gains 800 ATK for each card currently in your hand. When this card you control is destroyed by your opponent's card (by battle or by card effect) and sent to your Graveyard, if all the monsters that were used for the Synchro Summon of this card are in your Graveyard: You can Special Summon all of them, but their effects are negated. You can only use this effect of ""Ascension Sky Dragon"" once per turn.",Synchro Monster
1585687372-5495,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Armityle the Chaos PhantomFusion MonsterFiend""Uria, Lord of Searing Flames"" + ""Hamon, Lord of Striking Thunder"" + ""Raviel, Lord of Phantasms""
Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be destroyed by battle. This card gains 10,000 ATK during your turn only. 51,1142.28 28 11",https://db.ygoprodeck.com/card/?search=Armityle%20the%20Chaos%20Phantom,Armityle the Chaos Phantom,ATK: 0 DEF: 0,"""Uria, Lord of Searing Flames"" + ""Hamon, Lord of Striking Thunder"" + ""Raviel, Lord of Phantasms""
Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be destroyed by battle. This card gains 10,000 ATK during your turn only.",Fusion Monster
1585687227-5429,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Arcana Force EX - The Dark RulerEffect MonsterFairyCannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 monsters you control to the Graveyard, and cannot be Special Summoned by other ways. When this card is Special Summoned: Toss a coin and gain the appropriate effect.
● Heads: This card can make a second attack during each Battle Phase, but if it does so using this effect, change it to Defense Position at the end of the Battle Phase. Its battle position cannot be changed until the end of your next turn.
● Tails: If this card is destroyed, destroy all cards on the field. 19,9090.59 3 1",https://db.ygoprodeck.com/card/?search=Arcana%20Force%20EX%20-%20The%20Dark%20Ruler,Arcana Force EX - The Dark Ruler,ATK: 4000 DEF: 4000,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 monsters you control to the Graveyard, and cannot be Special Summoned by other ways. When this card is Special Summoned: Toss a coin and gain the appropriate effect.
● Heads: This card can make a second attack during each Battle Phase, but if it does so using this effect, change it to Defense Position at the end of the Battle Phase. Its battle position cannot be changed until the end of your next turn.
● Tails: If this card is destroyed, destroy all cards on the field.",Effect Monster
1585687171-5402,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"D/D/D Super Doom King Bright ArmageddonSynchro Pendulum Effect MonsterFiend[ Pendulum Effect ]
Once per turn, when an opponent's monster declares an attack: You can target 1 ""D/D/D"" Synchro Monster you control; destroy as many monsters your opponent controls as possible with DEF less than or equal to the targeted monster's ATK, and if you do, inflict 1000 damage to your opponent for each monster destroyed.
----------------------------------------
[ Monster Effect ]
1 ""D/D"" Tuner + 1+ non-Tuner ""D/D/D"" monsters
Your opponent cannot target monsters you control with card effects. If another monster is Normal or Special Summoned while this monster is on the field (except during the Damage Step): You can make your opponent choose 1 Pendulum Monster they control, and all other monsters they currently control have their effects negated. If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone. 43,3920.27 15 0",https://db.ygoprodeck.com/card/?search=D%2FD%2FD%20Super%20Doom%20King%20Bright%20Armageddon,D/D/D Super Doom King Bright Armageddon,"ATK: 3500 DEF: 3000
Pendulum Scales: 1","[ Pendulum Effect ]

Once per turn, when an opponent's monster declares an attack: You can target 1 ""D/D/D"" Synchro Monster you control; destroy as many monsters your opponent controls as possible with DEF less than or equal to the targeted monster's ATK, and if you do, inflict 1000 damage to your opponent for each monster destroyed.

----------------------------------------

[ Monster Effect ]

1 ""D/D"" Tuner + 1+ non-Tuner ""D/D/D"" monsters

Your opponent cannot target monsters you control with card effects. If another monster is Normal or Special Summoned while this monster is on the field (except during the Damage Step): You can make your opponent choose 1 Pendulum Monster they control, and all other monsters they currently control have their effects negated. If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone.",Synchro Pendulum Effect Monster
1585687208-5420,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Blue-Eyes Shining DragonEffect MonsterDragonCannot be Normal Summoned/Set. Must be Special Summoned by Tributing 1 ""Blue-Eyes Ultimate Dragon"", and cannot be Special Summoned by other ways. This card gains 300 ATK for each Dragon-Type monster in your Graveyard. During either player's turn, when a card or effect is activated that targets this card (except during the Damage Step): You can negate that effect. 53,8650.38 17 6",https://db.ygoprodeck.com/card/?search=Blue-Eyes%20Shining%20Dragon,Blue-Eyes Shining Dragon,ATK: 3000 DEF: 2500,"Cannot be Normal Summoned/Set. Must be Special Summoned by Tributing 1 ""Blue-Eyes Ultimate Dragon"", and cannot be Special Summoned by other ways. This card gains 300 ATK for each Dragon-Type monster in your Graveyard. During either player's turn, when a card or effect is activated that targets this card (except during the Damage Step): You can negate that effect.",Effect Monster
1585687266-5447,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Gate GuardianEffect MonsterWarriorCannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Sanga of the Thunder"", ""Kazejin"", and ""Suijin"". 17,7737.77 28 5",https://db.ygoprodeck.com/card/?search=Gate%20Guardian,null,,,
1585687248-5439,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Subterror Behemoth SpeleogeistFlip Effect MonsterFiendFLIP: You can target 1 monster on the field; change it to face-up Attack Position if it is in Defense Position, also change its ATK to 0. You can only use this effect of ""Subterror Behemoth Speleogeist"" once per turn.
When a face-up monster you control is flipped face-down, if you control no face-up monsters: You can Special Summon this card from your hand in Defense Position. Once per turn: You can change this card to face-down Defense Position. 13,5300.15 2 0",https://db.ygoprodeck.com/card/?search=Subterror%20Behemoth%20Speleogeist,Subterror Behemoth Speleogeist,ATK: 3000 DEF: 1400,"FLIP: You can target 1 monster on the field; change it to face-up Attack Position if it is in Defense Position, also change its ATK to 0. You can only use this effect of ""Subterror Behemoth Speleogeist"" once per turn.

When a face-up monster you control is flipped face-down, if you control no face-up monsters: You can Special Summon this card from your hand in Defense Position. Once per turn: You can change this card to face-down Defense Position.",Flip Effect Monster
1585687314-5468,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Red Supernova DragonSynchro MonsterDragon3 Tuners + 1+ non-Tuner Synchro Monsters
Must first be Synchro Summoned. Gains 500 ATK for each Tuner in your GY. Cannot be destroyed by your opponent's card effects. Once per turn, when your opponent activates a monster effect, or when an opponent's monster declares an attack (Quick Effect): You can banish this card and all cards your opponent controls. Once per turn, during your next End Phase after this card was banished by its own effect: Special Summon this banished card. 40,4530.00 19 3",https://db.ygoprodeck.com/card/?search=Red%20Supernova%20Dragon,Red Supernova Dragon,ATK: 4000 DEF: 3000,"3 Tuners + 1+ non-Tuner Synchro Monsters

Must first be Synchro Summoned. Gains 500 ATK for each Tuner in your GY. Cannot be destroyed by your opponent's card effects. Once per turn, when your opponent activates a monster effect, or when an opponent's monster declares an attack (Quick Effect): You can banish this card and all cards your opponent controls. Once per turn, during your next End Phase after this card was banished by its own effect: Special Summon this banished card.",Synchro Monster
1585687268-5448,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Gashadokuro, the Skeletal MayakashiSynchro MonsterZombie1 Tuner + 1+ non-Tuner monsters / You can only control 1 ""Gashadokuro, the Skeletal Mayakashi"". You can only use each of these effects of ""Gashadokuro, the Skeletal Mayakashi"" once per turn.
● If a Link Monster in your possession is destroyed by battle or an opponent's card effect while this card is in the GY: You can banish 1 other Zombie monster from your GY, and if you do, Special Summon this card.
● If this card is Special Summoned from the GY: You can activate this effect; this turn, this face-up card is unaffected by other cards' effects.  44,5821.31 6 0",https://db.ygoprodeck.com/card/?search=Gashadokuro%2C%20the%20Skeletal%20Mayakashi,"Gashadokuro, the Skeletal Mayakashi",ATK: 3600 DEF: 2600,"1 Tuner + 1+ non-Tuner monsters / You can only control 1 ""Gashadokuro, the Skeletal Mayakashi"". You can only use each of these effects of ""Gashadokuro, the Skeletal Mayakashi"" once per turn.

● If a Link Monster in your possession is destroyed by battle or an opponent's card effect while this card is in the GY: You can banish 1 other Zombie monster from your GY, and if you do, Special Summon this card.

● If this card is Special Summoned from the GY: You can activate this effect; this turn, this face-up card is unaffected by other cards' effects.",Synchro Monster
1585687321-5471,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Raidraptor - Final Fortress FalconXYZ MonsterWinged Beast3 Level 12 monsters
If this card has a ""Raidraptor"" Xyz Monster as Xyz Material, it is unaffected by other cards' effects. Once per turn: You can detach 1 material from this card; return all your banished ""Raidraptor"" monsters to your GY. Up to twice per turn, when this attacking card destroys a monster by battle: You can banish 1 ""Raidraptor"" Xyz Monster from your GY; this card can attack again in a row. 32,7270.22 5 2",https://db.ygoprodeck.com/card/?search=Raidraptor%20-%20Final%20Fortress%20Falcon,null,,,
